,index,Textstelle,Metapher,Metaphernkandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig,lang,sentence_id
2166,568,"In das Gebiet der Sozialwissenschaft kommen wir erst, wenn wir diese hohe Kindersterblichkeit etwa betrachten, ob sie auf ungenügende Pflege und Ernährung, diese wieder auf das unzureichende Einkommen der Eltern und dieses etwa auf eine ungerechte Verteilung des Nationaleinkommens zurückzuführen ist oder unter dem Gesichtspunkte, daß dadurch Individuen in unreifem Alter aus dem Verband der Familie und des Staates ausscheiden, die ihrer Familie und dem Staate später einmal hätten von Nutzen sein können.",0,0,1,Nein,,,X,"In das Gebiet der Sozialwissenschaft kommen wir erst, wenn wir diese hohe Kindersterblichkeit etwa unter dem Gesichtspunkte betrachten, ob sie auf ungenügende Pflege und Ernährung, diese wieder auf das unzureichende Einkommen der Eltern und dieses etwa auf eine ungerechte Verteilung des Nationaleinkommens zurückzuführen ist; oder unter dem Gesichtspunkte, daß dadurch Individuen in unreifem Alter aus dem Verband der Familie und des Staates aus- scheiden, die ihrer Familie und dem Staate später einmal hätten von Nutzen sein können.",de,1367
2167,569,"Das wesentliche an der Erscheinung der hohen Kindersterblichkeit sind also für die Sozialwissenschaft Verhältnisse, welche für die Naturwissenschaft ganz außerhalb der Betrachtung liegen.",0,0,1,Nein,,,X,"Das wesentliche an der Erscheinung der hohen Kindersterblich- keit sind also für die Sozialwissenschaft Verhältnisse, welche für die Natur- wissenschaft ganz außerhalb der Betrachtung liegen.",de,1368
2168,570,B. in einer Geburt nur einen physiologischen Vorgang für den Sozialwissenschaftler ist sie das Eintreten eines neuen Gliedes in den engeren oder weiteren Verband von Menschen.,0,0,1,Nein,,,X,B. in einer Geburt nur einen physiologischen Vorgang; für den Sozialwissenschaftler ist sie das Eintreten eines neuen Gliedes in den engeren oder weiteren Ver- band von Menschen.,de,1369
2169,571,"Die in einigen Ländern beobachtete Abnahme des Körpermaßes der Männer ist eine Tatsache der Anthropologie zum Gegenstand der Sozialwissenschaft wird sie erst, sobald sie zum Heeresdienst und der Tauglichkeit für diesen, also zu einer rechtlichen Organisation in Beziehung gesetzt wird.",0,0,1,Nein,,,X,"Die in einigen Ländern beobachtete Abnahme des Körpermaßes der Männer ist eine Tatsache der Anthropologie; zum Gegen- stand der Sozialwissenschaft wird sie erst, sobald sie zum Heeresdienst und der Tauglichkeit für diesen, also zu einer rechtlichen Organisation in Be- ziehung gesetzt wird.",de,1370
2170,572,Das Zweikindersystem läßt sich physiologisch betrachten als seine Ursache wird dann die verringerte Anzahl der Kohabitationen oder künstliche Verhinderung der Konzeptionen zu bezeichnen sein.,0,0,1,Nein,,,X,Das Zweikindersystem läßt sich physiologisch betrachten; als seine Ursache wird dann die verringerte Anzahl der Kohabitationen oder künstliche Verhinderung der Konzeptionen zu bezeichnen sein.,de,1371
2171,573,"Sozialwissenschaftlich besagt aber diese Erklärung, die einzige und letzte, welche die nach der Ursache fragende Naturwissenschaft zu liefern vermag, nichts.",0,0,1,Nein,,,X,"Sozialwissen- schaftlich besagt aber diese Erklärung, — die einzige und letzte, welche die nach der Ursache fragende Naturwissenschaft zu liefern vermag, — nichts.",de,1372
2172,574,"Vielmehr erlangt die Erscheinung sozialwissenschaftliche Bedeutung erst dadurch, daß sie mit der Absicht der Eltern, durch die Beschränkung der Kinderzahl ihren Kindern eine gute Erziehung und ein ansehnliches Erbteil zuzuwenden, in Zusammenhang gebracht wird.",0,0,1,Nein,,,X,"Vielmehr erlangt die Erscheinung sozialwissenschaftliche Bedeutung erst da- durch, daß sie mit der Absicht der Eltern, durch die Beschränkung der Kinder- zahl ihren Kindern eine gute Erziehung und ein ansehnliches Erbteil zu- zuwenden, in Zusammenhang gebracht wird.",de,1373
2173,575,"Die Statistik der Gebrechlichen Blinden, Taubstummen und Geisteskranken gehört an sich in die Biologie und Anthropologie für die Sozialwissenschaft kommt sie erst in Betracht, sobald die Zahl der Gebrechlichen zu ihrund den Erwerbsverhältnissen ihrer Ernährer und des ganzen Volkes, sowie zur Armengesetzgebung, zur Frage besonderer Erziehungsund Aufbewahrungsanstalten Schulen für Blinde und Stumme, Jrrenanstalten u. s. w. in Beziehung gesetzt wird.",0,0,1,Nein,,,X,"Die Statistik der Gebrechlichen (Blinden, Taubstummen und Geisteskranken) gehört an sich in die Biologie und Anthropologie; für die Sozialwissenschaft kommt sie erst in Betracht, sobald die Zahl der Gebrechlichen zu ihren Erwerbsverhältnissen und den Erwerbsverhältnissen ihrer Ernährer und des ganzen Volkes, sowie zur Armengesetzgebung, zur Frage besonderer Erziehungs- und Aufbewahrungs- anstalten (Schulen für Blinde und Stumme, Jrrenanstalten u. s. w.) in Be- ziehung gesetzt wird.",de,1374
2174,576,"B. der Diebstahl naturwissenschaftlich nur die Ortsveränderung eines Körpers sozialwissenschaftliche Bedeutung erlangt er erst dadurch, daß diese Ortsveränderung als VerDarwinismus und Sozialwissenschaft.",0,0,1,Nein,,,X,"B. der Diebstahl naturwissenschaftlich nur die Ortsveränderung eines Körpers; sozialwissenschaft- liche Bedeutung erlangt er erst dadurch, daß diese Ortsveränderung als Ver- Darwinismus und Sozialwissenschaft.",de,1375
2175,577,"Ebenso werden Notzucht, Tötung, Körperverletzung aus rein physiologischen Vorgängen erst dadurch zu Vorgängen von sozialwissenschaftlichem Interesse, daß sie zu den durch Gesetz geschützten Gütern der weiblichen Ehre, des Lebens, der Integrität des Körpers in Beziehung stehen.",0,0,1,Nein,,,X,"Ebenso werden Notzucht, Tötung, Körperverletzung aus rein physiologischen Vorgängen erst dadurch zu Vorgängen von sozialwissenschaftlichem Interesse, daß sie zu den durch Gesetz geschützten Gütern der weiblichen Ehre, des Lebens, der Integrität des Körpers in Beziehung stehen.",de,1376
2176,578,"Überall zeigt sich also, daß solche Erscheinungen des gesellschaftlichen Zusammenlebens der Menschen, die an sich dern, nach der Ursache fragenden Betrachtung zugänglich sind, bei dieser Betrachtungsweise stets rein naturwissenschaftliche Erscheinungen bleiben und nie sozialwissenschaftliche Dignität erlangen.",0,0,1,Nein,,,X,"Überall zeigt sich also, daß solche Erscheinungen des gesellschaftlichen Zusammenlebens der Menschen, die an sich der naturwissenschaftlichen, nach der Ursache fragenden Betrachtung zugänglich sind, bei dieser Betrachtungs- weise stets rein naturwissenschaftliche Erscheinungen bleiben und nie sozial- wissenschaftliche Dignität erlangen.",de,1377
2177,579,"Damit letzteres der Fall sei, ist eine andere Betrachtungsweise, nämlich unter dem Gesichtspunkte ihrer Regelung oder Beeinflussung durch menschliche Satzungen, Sitten oder Vereinbarungen erforderlich Es ist das Verdienst von Rudolf Stammler, nachgewiesen zu haben, daß die Sozialwissenschaft nicht durch ihren Gegenstand, sondern durch die Art ihrer Betrachtungsweise, ihre Methode als selbständige Wissenschaft konstituiert wird.",0,0,1,Nein,,,X,"Damit letzteres der Fall sei, ist eine andere Betrachtungsweise, nämlich unter dem Gesichtspunkte ihrer Regelung oder Beeinflussung durch menschliche Satzungen, Sitten oder Vereinbarungen erforderlich Es ist das Verdienst von Rudolf Stammler1), nachgewiesen zu haben, daß die Sozialwissenschaft nicht durch ihren Gegenstand, sondern durch die Art ihrer Betrachtungsweise, ihre Methode als selbständige Wissenschaft konstituiert wird.",de,1378
2178,580,"In ihrem Gegenstand fällt sie teilweise mitzusammen, da die Geburten, Sterbefälle u. s. w. auch Gegenstand der Naturwissenschaft sind.",0,0,1,Nein,,,X,"In ihrem Gegenstand fällt sie teilweise mit der Natur- wissenschaft zusammen, da die Geburten, Sterbefälle u. s. w. auch Gegenstand der Naturwissenschaft sind.",de,1379
2179,581,"Sie betrachtet nämlich, wie Stammler sich ausdrückt, die Wechselbeziehungen der gesellschaftlich verbundenen Menschen nach der Seite ihrer äußerlichen Regelung äußerlich im Gegensatz zu der durch Instinkte bewirkten innerlichen Regelung der Tätigkeit bei gesellschaftlich lebenden Tieren, d. h. nach der Seite der Regeln Gesetze, Vorschriften der Sitte und des Anstandes, Vereinbarungen, welche inbetreff jener Wechselbeziehungen bestehen oder mit ihnen in Zusammenhang stehen.",0,0,1,Nein,,,X,"Sie betrachtet nämlich, wie Stammler sich ausdrückt, die Wechselbeziehungen der gesellschaftlich verbundenen Menschen nach der Seite ihrer äußerlichen Regelung (»äußerlich« im Gegensatz zu der durch Instinkte bewirkten innerlichen Regelung der Tätigkeit bei gesellschaftlich lebenden Tieren), d. h. nach der Seite der Regeln (Gesetze, Vorschriften der Sitte und des Anstandes, Vereinbarungen), welche inbetreff jener Wechsel- beziehungen bestehen oder mit ihnen in Zusammenhang stehen.",de,1380
2180,582,"Mit dieser Tatsache, daß die Sozialwissenschaft die Erscheinungen des menschlichen Zusammenlebens lediglich nach der Seite ihrer äußerlichen Regelung betrachtet, hängt es zusammen, daß in ihr die naturwissenschaftliche Frage nach der Ursache keine Anwendung finden kann.",0,0,1,Nein,,,X,"Mit dieser Tatsache, daß die Sozialwissenschaft die Erscheinungen des menschlichen Zusammenlebens lediglich nach der Seite ihrer »äußerlichen Regelung« betrachtet, hängt es zusammen, daß in ihr die naturwissenschaft- liche Frage nach der Ursache keine Anwendung finden kann.",de,1381
2181,583,"Wenn die gesellschaftlich verbundenen Menschen gewisse Erscheinungen ihres Zusammenlebens durch Vorschriften des Rechts, der Sitte, des Anstandes oder durch Vereinbarungen regeln, so tun sie dies gewisser Zwecke halber, und man kann jene Regelung deshalb nicht verstehen, wenn man sie losgelöst von diesen Zwecken betrachten wollte.",0,0,1,Nein,,,X,"Wenn die ge- sellschaftlich verbundenen Menschen gewisse Erscheinungen ihres Zusammen- lebens durch Vorschriften des Rechts, der Sitte, des Anstandes oder durch Vereinbarungen regeln, so tun sie dies gewisser Zwecke halber, und man kann jene Regelung deshalb nicht verstehen, wenn man sie losgelöst von diesen Zwecken betrachten wollte.",de,1382
2182,584,"Neben dem Teil der Sozialwissenschaft, der uns zeigt, was ist, steht nun aber der noch wichtigere Teil, der uns Belehrung gibt, was sein soll, und dieser hat mitgar keine direkten Berührungspunkte, denn in der Naturwissenschaft hat selbstverständlich der Gesichtspunkt des Soll keine Stelle.",0,0,1,Nein,,,X,"Neben dem Teil der Sozialwissenschaft, der uns zeigt, was ist, steht nun aber der noch wichtigere Teil, der uns Belehrung gibt, was sein soll, und dieser hat mit der Naturwissenschaft gar keine direkten Berührungs- punkte, denn in der Naturwissenschaft hat selbstverständlich der Gesichtspunkt des »Soll« keine Stelle.",de,1383
2183,585,"Die Kenntnis von Naturgesetzen gibt uns also in keiner Weise eine Direktive für unsere soziale Tätigkeit, sie zeigt uns keine Ziele, sondern nur ein Sein, nur Tatsachen Im sozialen Leben ist dagegen die Hauptsache gerade die, eine Norm für unser Handeln zu finden.",0,0,1,Nein,,,X,"Die Kenntnis von Naturgesetzen gibt uns also in keiner Weise eine Direktive für unsere soziale Tätigkeit, sie zeigt uns keine Ziele, sondern nur ein Sein, nur Tatsachen Im sozialen Leben ist dagegen die Hauptsache gerade die, eine Norm für unser Handeln zu finden.",de,1384
2184,586,"Selbst diejenigen es sind ihrer seit Rousseau ja nur wenige, welche durch die Schaden der Kultur so erschreckt sind, daß sie alles bewußte Eingreifen des Menschen in das Walten der Natur für verderblich halten und völlige Unterwerfung des Menschen unter die Natur verlangen, setzen damit der Menschheit ein Ziel, das sie nicht mit der Kenntnis von Naturgesetzen, sondern nur mit ganz anderswoher stammenden Gründen, etwa, daß diese Unterwerfung den Menschen vor Degeneration bewahre und daß Degeneration etwas schlechtes sei, begründen können.",0,0,1,Nein,,,X,"Selbst diejenigen — es sind ihrer seit Rousseau ja nur wenige —, welche durch die Schaden der Kultur so erschreckt sind, daß sie alles bewußte Eingreifen des Menschen in das Walten der Natur für verderblich halten und völlige Unterwerfung des Menschen unter die Natur verlangen, setzen damit der Menschheit ein Ziel, das sie nicht mit der Kenntnis von Naturgesetzen, sondern nur mit ganz anderswoher stammenden Gründen, etwa, daß diese Unterwerfung den Menschen vor Degeneration bewahre und daß Degeneration etwas schlechtes sei, begründen können.",de,1385
2185,587,"Die Kenntnis der Naturgesetze allein enthüllt uns über die Frage, was wir tun sollen, nicht das mindeste.",0,0,1,Nein,,,X,"Die Kenntnis der Naturgesetze allein enthüllt uns über die Frage, was wir tun sollen, nicht das mindeste.",de,1386
2186,588,"Nachdem wir bisher negativ feststellen mußten, inwiefern Naturwissenschaft und Sozialwissenschaft keine Gemeinsamkeit miteinander haben, kommen wir nun zu der Aufgabe zu zeigen, inwiefern sie doch ineinander greifen, weil alle Wissenschaften sich schließlich in ihrem Ziele, der Förderung der menschlichen Wohlfahrt, wie in einem Brennpunkte vereinigen.",0,0,1,Nein,,,X,"Nachdem wir bisher negativ feststellen mußten, inwiefern Naturwissen- schaft und Sozialwissenschaft keine Gemeinsamkeit miteinander haben, kommen wir nun zu der Aufgabe zu zeigen, inwiefern sie doch ineinander greifen, weil alle Wissenschaften sich schließlich in ihrem Ziele, der Förderung der menschlichen Wohlfahrt, wie in einem Brennpunkte vereinigen.",de,1387
2187,589,"Man redet zwar häufig davon, daß die wahre Wissenschaft ihren Zweck nicht außer sich, sondern in sich selbst habe.",0,0,1,Nein,,,X,"Man redet zwar häufig davon, daß die wahre Wissenschaft ihren Zweck nicht außer sich, sondern in sich selbst habe.",de,1388
2188,590,"Aber dies kann nur den Sinn haben, daß die wahre Wissenschaft keine Sonderinteressen, d. h. nicht die Interessen einzelner Menschen oder Parteien verfolgt.",0,0,1,Nein,,,X,"Aber dies kann nur den Sinn haben, daß die wahre Wissenschaft keine Sonderinteressen, d. h. nicht die Interessen einzelner Menschen oder Parteien verfolgt.",de,1389
2189,591,"Damit ist aber nicht gesagt, daß die Wissenschaft überhaupt keine Interessen verfolge, vielmehr beruht die Existenz jeder Wissenschaft auf der Voraussetzung, daß sie dem Menschen als solchem von Nutzen ist.",0,0,1,Nein,,,X,"Damit ist aber nicht gesagt, daß die Wissenschaft überhaupt keine Interessen verfolge, vielmehr beruht die Existenz jeder Wissenschaft auf der Voraussetzung, daß sie dem Menschen als solchem von Nutzen ist.",de,1390
2190,592,"Die Astronomie ist aus der Astrologie hervorgegangen, die den abergläubischen Instinkten des Menschen diente und ihn in der Furcht vor dem ungewissen Zukünftigen beruhigen sollte die Mathematik ist aus der Feldmesserkunst, die Chemie aus der Alchimie entsprungen.",0,0,1,Nein,,,X,"Die Astronomie ist aus der Astrologie hervor- gegangen, die den abergläubischen Instinkten des Menschen diente und ihn in der Furcht vor dem ungewissen Zukünftigen beruhigen sollte; die Mathe- matik ist aus der Feldmesserkunst, die Chemie aus der Alchimie entsprungen.",de,1391
2191,593,"Eine Wissenschaft, deren Ergebnisse gar keine Beziehungen zur menschlichen Wohlfahrt hätte, wäre ein absurdum.",0,0,1,Nein,,,X,"Eine Wissenschaft, deren Ergebnisse gar keine Beziehungen zur menschlichen Wohlfahrt hätte, wäre ein absurdum.",de,1392
2192,594,"Nun ist die Sozialwissenschaft diejenige Wissenschaft, in welcher die menschliche Wohlfahrt den obersten Richtungspunkt bildet, und deshalb stehen die im Dienste der menschlichen Wohlfahrt stehenden Naturwissenschaften also auch im Dienste der Sozialwissenschaft.",0,0,1,Nein,,,X,"Nun ist die Sozialwissenschaft diejenige Wissenschaft, in welcher die menschliche Wohlfahrt den obersten Richtungspunkt bildet, und deshalb stehen die im Dienste der menschlichen Wohlfahrt stehenden Naturwissenschaften also auch im Dienste der Sozialwissenschaft.",de,1393
